UMAP1,UMAP2
-1.7792718,4.966693
-1.792575,4.97142
-1.8012009,4.967161
-1.8209137,4.9462256
4.175029,4.6512322
4.166176,4.6550565
-6.987875,-4.695246
-6.972755,-4.6811657
4.069068,0.33574036
4.074592,0.34817585
-16.156727,-4.1575413
-16.156183,-4.1574955
-2.8888254,8.145552
-2.9000416,8.158965
12.964876,2.4532967
12.980899,2.4717886
6.2720857,-5.4536877
6.3003297,-5.4259353
-5.0393157,-10.702095
-5.0454693,-10.706479
-15.547914,0.16224544
-15.548031,0.16225418
9.9383335,14.984094
9.945893,14.99114
18.080547,-0.5935958
18.084097,-0.59831285
6.2723894,-5.453816
6.28743,-5.438488
-6.5759525,-8.818959
-6.5763574,-8.8193035
12.698194,7.1543403
12.698612,7.154684
-6.3352485,16.407925
-6.2957597,16.415546
9.82332,-1.5126193
9.793996,-1.5416012
13.956865,-3.135426
13.987856,-3.1168125
-8.765515,2.0886683
-8.760944,2.087143
-6.30381,-6.7570558
-6.299629,-6.7535887
4.0273848,16.088634
4.025606,16.07251
3.905332,-0.012197439
3.8815181,-0.037972495
-2.0817378,11.384302
-2.1236887,11.368068
-16.156967,-4.1575847
-16.156536,-4.157604
-11.708111,-9.529398
-11.708071,-9.529719
-1.2720433,21.912676
-1.2733558,21.925928
7.1551986,12.469503
7.1645155,12.478543
